full_name,monetary,avgmonetary,frequency,last_order_date,max_order_date,recency,rfm_recency,rfm_frequency,rfm_monetary,rfm_cell,rfm_cell_string,rfm_segment
Adiarja Manullang,307962,307962.0,1,2021-10-11 13:13:29.624224+00:00,2022-07-31 23:59:19.821469+00:00,293,1,1,1,3,111,hibernating
Adiarja Maryadi,1374559,687280.0,2,2020-01-22 10:19:22.575559+00:00,2022-07-31 23:59:19.821469+00:00,921,1,1,1,3,111,hibernating
Adiarja Nababan,1396411,349103.0,4,2021-10-25 04:24:09.957292+00:00,2022-07-31 23:59:19.821469+00:00,279,1,2,1,4,121,hibernating
Adiarja Nainggolan,4568224,1142056.0,4,2020-05-27 20:45:55.875166+00:00,2022-07-31 23:59:19.821469+00:00,795,1,2,2,5,221,hibernating
Adiarja Najmudin,15922450,663435.0,24,2022-05-24 12:47:20.429092+00:00,2022-07-31 23:59:19.821469+00:00,68,3,3,3,9,333,need attention
Adiarja Narpati,214187,214187.0,1,2022-07-24 01:07:11.751570+00:00,2022-07-31 23:59:19.821469+00:00,7,5,1,1,7,115,hibernating
Adiarja Pranowo,546390,546390.0,1,2017-03-04 08:50:20.096304+00:00,2022-07-31 23:59:19.821469+00:00,1975,1,1,1,3,111,hibernating
Adiarja Prasetyo,26431682,1762112.0,15,2021-11-28 01:33:09.173344+00:00,2022-07-31 23:59:19.821469+00:00,245,2,3,4,9,432,potential loyalist
Adiarja Prayoga,3848483,481060.0,8,2022-05-24 20:43:29.675729+00:00,2022-07-31 23:59:19.821469+00:00,68,3,2,2,7,223,at risk
Adiarja Saefullah,31335453,803473.0,39,2022-06-16 05:21:29.426324+00:00,2022-07-31 23:59:19.821469+00:00,45,3,4,4,11,443,potential loyalist
Adiarja Santoso,397894,397894.0,1,2021-12-11 23:41:24.785106+00:00,2022-07-31 23:59:19.821469+00:00,232,2,1,1,4,112,hibernating
Adiarja Setiawan,5467674,497061.0,11,2022-03-20 12:23:30.722801+00:00,2022-07-31 23:59:19.821469+00:00,133,2,2,2,6,222,hibernating
Adiarja Sihombing,64425472,723882.0,89,2022-06-12 15:49:59.781615+00:00,2022-07-31 23:59:19.821469+00:00,49,3,5,4,12,453,loyal
Adiarja Sinaga,68277951,812833.0,84,2022-07-04 14:29:11.293203+00:00,2022-07-31 23:59:19.821469+00:00,27,4,5,4,13,454,loyal
Adiarja Siregar,3954155,395416.0,10,2022-04-18 07:32:34.808196+00:00,2022-07-31 23:59:19.821469+00:00,104,2,2,2,6,222,hibernating
Adiarja Sitompul,1734509,433627.0,4,2022-07-09 21:41:58.110924+00:00,2022-07-31 23:59:19.821469+00:00,22,4,2,2,8,224,at risk
Adiarja Tamba,37112268,530175.0,70,2022-06-20 10:44:19.152107+00:00,2022-07-31 23:59:19.821469+00:00,41,4,5,4,13,454,loyal
Adiarja Utama,55000896,632194.0,87,2022-06-18 21:50:33.675822+00:00,2022-07-31 23:59:19.821469+00:00,43,4,5,4,13,454,loyal
Adiarja Wacana,42223995,703733.0,60,2022-06-27 13:48:11.968610+00:00,2022-07-31 23:59:19.821469+00:00,34,4,4,4,12,444,loyal
Adiarja Waskita,27226129,1183745.0,23,2022-06-01 18:19:47.258966+00:00,2022-07-31 23:59:19.821469+00:00,60,3,3,4,10,433,potential loyalist
Adiarja Wibowo,120973180,889509.0,136,2022-06-23 01:31:24.633818+00:00,2022-07-31 23:59:19.821469+00:00,38,4,5,5,14,554,champions
Adiarja Wijaya,133354,133354.0,1,2022-07-15 19:09:32.374974+00:00,2022-07-31 23:59:19.821469+00:00,16,5,1,1,7,115,hibernating
Adiarja Zulkarnain,3753540,750708.0,5,2022-07-28 02:15:18.943016+00:00,2022-07-31 23:59:19.821469+00:00,3,5,2,2,9,225,at risk
Adika Gunawan,91483961,2772241.0,33,2022-05-06 01:11:42.187838+00:00,2022-07-31 23:59:19.821469+00:00,86,3,4,5,12,543,potential loyalist
Adika Habibi,1111785,370595.0,3,2022-07-31 00:55:18.771473+00:00,2022-07-31 23:59:19.821469+00:00,0,5,1,1,7,115,hibernating
Adika Halim,198655,198655.0,1,2022-07-07 00:23:26.346679+00:00,2022-07-31 23:59:19.821469+00:00,24,4,1,1,6,114,hibernating
Adika Haryanto,134400,134400.0,1,2019-08-06 11:20:04.365484+00:00,2022-07-31 23:59:19.821469+00:00,1090,1,1,1,3,111,hibernating
Adika Hidayanto,557533,278766.0,2,2022-05-09 13:46:08.462066+00:00,2022-07-31 23:59:19.821469+00:00,83,3,1,1,5,113,hibernating
Adika Hutapea,207987,207987.0,1,2021-01-14 02:50:00.937515+00:00,2022-07-31 23:59:19.821469+00:00,563,1,1,1,3,111,hibernating
Adika Irawan,1214418,607209.0,2,2021-11-27 13:32:50.230762+00:00,2022-07-31 23:59:19.821469+00:00,246,2,1,1,4,112,hibernating
Adika Januar,5318829,590981.0,9,2022-01-23 13:46:18.831640+00:00,2022-07-31 23:59:19.821469+00:00,189,2,2,2,6,222,hibernating
Adika Lazuardi,28923144,1257528.0,23,2022-05-22 00:10:02.129251+00:00,2022-07-31 23:59:19.821469+00:00,70,3,3,4,10,433,potential loyalist
Adika Mahendra,3654857,304571.0,12,2022-03-24 05:26:58.304619+00:00,2022-07-31 23:59:19.821469+00:00,129,2,2,2,6,222,hibernating
Adika Maheswara,642567548,12123916.0,53,2022-02-28 03:29:34.635535+00:00,2022-07-31 23:59:19.821469+00:00,153,2,4,5,11,542,potential loyalist
Adika Mandala,64172395,1125831.0,57,2022-07-26 10:47:46.805534+00:00,2022-07-31 23:59:19.821469+00:00,5,5,4,4,13,445,loyal
Adika Mangunsong,82969903,1430516.0,58,2022-07-03 12:49:32.247841+00:00,2022-07-31 23:59:19.821469+00:00,28,4,4,5,13,544,champions
Adika Marpaung,242358952,1543688.0,157,2022-07-30 20:41:07.472530+00:00,2022-07-31 23:59:19.821469+00:00,1,5,5,5,15,555,champions
Adika Nainggolan,21159315,1057966.0,20,2022-04-13 02:16:30.892900+00:00,2022-07-31 23:59:19.821469+00:00,109,2,3,3,8,332,about to sleep
Adika Nugroho,585640,292820.0,2,2022-07-19 16:15:39.392702+00:00,2022-07-31 23:59:19.821469+00:00,12,5,1,1,7,115,hibernating
Adika Prabowo,145431937,1002979.0,145,2022-06-16 04:19:40.619413+00:00,2022-07-31 23:59:19.821469+00:00,45,3,5,5,13,553,potential loyalist
Adika Prasasta,106289704,1107184.0,96,2022-07-08 02:23:54.381755+00:00,2022-07-31 23:59:19.821469+00:00,23,4,5,5,14,554,champions
Adika Prasetyo,151523,151523.0,1,2020-12-13 23:12:20.257791+00:00,2022-07-31 23:59:19.821469+00:00,595,1,1,1,3,111,hibernating
Adika Prayoga,23962279,2995285.0,8,2020-07-13 14:57:49.649759+00:00,2022-07-31 23:59:19.821469+00:00,748,1,2,3,6,321,about to sleep
Adika Putra,13777941,725155.0,19,2022-04-29 18:15:21.638637+00:00,2022-07-31 23:59:19.821469+00:00,93,3,3,3,9,333,need attention
Adika Saptono,10696188,509342.0,21,2022-05-03 10:12:40.386696+00:00,2022-07-31 23:59:19.821469+00:00,89,3,3,3,9,333,need attention
Adika Sihombing,19341277,604415.0,32,2022-07-30 22:38:08.249412+00:00,2022-07-31 23:59:19.821469+00:00,1,5,4,3,12,345,loyal
Adika Sihotang,3576924,298077.0,12,2022-02-28 08:19:50.049714+00:00,2022-07-31 23:59:19.821469+00:00,153,2,2,2,6,222,hibernating
Adika Wibisono,107296582,1205580.0,89,2022-07-17 04:06:52.213824+00:00,2022-07-31 23:59:19.821469+00:00,14,5,5,5,15,555,champions
Adika Winarno,4731692,946338.0,5,2021-09-24 10:19:16.044688+00:00,2022-07-31 23:59:19.821469+00:00,310,1,2,2,5,221,hibernating
Adika Zulkarnain,40548054,765058.0,53,2022-06-26 10:20:13.663323+00:00,2022-07-31 23:59:19.821469+00:00,35,4,4,4,12,444,loyal
Adikara Adriansyah,309974532,3406314.0,91,2022-07-14 17:36:03.463122+00:00,2022-07-31 23:59:19.821469+00:00,17,5,5,5,15,555,champions
Adikara Ardianto,2828100,235675.0,12,2022-03-07 06:20:24.958144+00:00,2022-07-31 23:59:19.821469+00:00,146,2,2,2,6,222,hibernating
Adikara Gunawan,18986591,863027.0,22,2022-05-15 12:16:24.745310+00:00,2022-07-31 23:59:19.821469+00:00,77,3,3,3,9,333,need attention
Adikara Habibi,279887,279887.0,1,2022-01-25 01:30:18.577900+00:00,2022-07-31 23:59:19.821469+00:00,187,2,1,1,4,112,hibernating
Adikara Hidayat,223707317,7456911.0,30,2022-04-17 14:37:33.550761+00:00,2022-07-31 23:59:19.821469+00:00,105,2,4,5,11,542,potential loyalist
Adikara Irawan,53253772,1901920.0,28,2022-04-15 07:30:40.963809+00:00,2022-07-31 23:59:19.821469+00:00,107,2,3,4,9,432,potential loyalist
Adikara Kurniawan,31391835,1743991.0,18,2022-07-19 00:09:42.265400+00:00,2022-07-31 23:59:19.821469+00:00,12,5,3,4,12,435,potential loyalist
Adikara Kuswoyo,32129695,1606485.0,20,2022-06-08 19:54:43.271007+00:00,2022-07-31 23:59:19.821469+00:00,53,3,3,4,10,433,potential loyalist
Adikara Maryadi,20810519,1040526.0,20,2022-07-22 00:15:49.762626+00:00,2022-07-31 23:59:19.821469+00:00,9,5,3,3,11,335,need attention
Adikara Megantara,42822797,1712912.0,25,2022-04-30 04:47:22.899118+00:00,2022-07-31 23:59:19.821469+00:00,92,3,3,4,10,433,potential loyalist
Adikara Mustofa,65360299,1037465.0,63,2022-07-27 22:30:15.589674+00:00,2022-07-31 23:59:19.821469+00:00,4,5,4,4,13,445,loyal
Adikara Nainggolan,66326159,1184396.0,56,2022-05-14 22:39:28.854594+00:00,2022-07-31 23:59:19.821469+00:00,78,3,4,4,11,443,potential loyalist
Adikara Narpati,36382467,957433.0,38,2022-07-14 09:31:38.836981+00:00,2022-07-31 23:59:19.821469+00:00,17,5,4,4,13,445,loyal
Adikara Nashiruddin,16727452,643364.0,26,2022-04-11 09:54:50.427460+00:00,2022-07-31 23:59:19.821469+00:00,111,2,3,3,8,332,about to sleep
Adikara Natsir,710430,710430.0,1,2019-08-19 18:21:42.976354+00:00,2022-07-31 23:59:19.821469+00:00,1077,1,1,1,3,111,hibernating
Adikara Pangestu,26784575,744016.0,36,2022-07-08 12:29:22.244913+00:00,2022-07-31 23:59:19.821469+00:00,23,4,4,4,12,444,loyal
Adikara Pratama,12863580,677031.0,19,2022-01-27 21:28:55.837064+00:00,2022-07-31 23:59:19.821469+00:00,185,2,3,3,8,332,about to sleep
Adikara Rajata,188597220,1008541.0,187,2022-07-25 15:50:57.787145+00:00,2022-07-31 23:59:19.821469+00:00,6,5,5,5,15,555,champions
Adikara Saefullah,447958,447958.0,1,2022-04-04 13:28:08.531862+00:00,2022-07-31 23:59:19.821469+00:00,118,2,1,1,4,112,hibernating
Adikara Sihombing,46473513,540390.0,86,2022-06-16 19:07:22.663631+00:00,2022-07-31 23:59:19.821469+00:00,45,3,5,4,12,453,loyal
Adikara Siregar,296701,148350.0,2,2021-12-25 01:28:58.710673+00:00,2022-07-31 23:59:19.821469+00:00,218,2,1,1,4,112,hibernating
Adikara Suryono,27399017,761084.0,36,2022-07-13 04:44:22.593450+00:00,2022-07-31 23:59:19.821469+00:00,18,5,4,4,13,445,loyal
Adikara Suwarno,7285099,662282.0,11,2022-06-06 09:57:57.051354+00:00,2022-07-31 23:59:19.821469+00:00,55,3,2,3,8,323,about to sleep
Adikara Thamrin,624237,312118.0,2,2020-05-12 12:42:53.150301+00:00,2022-07-31 23:59:19.821469+00:00,810,1,1,1,3,111,hibernating
Adikara Utama,753186,376593.0,2,2021-03-07 10:18:16.155445+00:00,2022-07-31 23:59:19.821469+00:00,511,1,1,1,3,111,hibernating
Adikara Wacana,345933,172966.0,2,2022-04-19 09:56:45.825900+00:00,2022-07-31 23:59:19.821469+00:00,103,2,1,1,4,112,hibernating
Adinata Budiman,47309192,844807.0,56,2022-06-23 06:02:29.451665+00:00,2022-07-31 23:59:19.821469+00:00,38,4,4,4,12,444,loyal
Adinata Budiyanto,28801675,1152067.0,25,2022-07-20 06:11:36.261621+00:00,2022-07-31 23:59:19.821469+00:00,11,5,3,4,12,435,potential loyalist
Adinata Dabukke,3097769,258147.0,12,2022-05-19 00:16:55.188727+00:00,2022-07-31 23:59:19.821469+00:00,73,3,2,2,7,223,at risk
Adinata Dongoran,3179856,454265.0,7,2022-05-24 21:14:56.895116+00:00,2022-07-31 23:59:19.821469+00:00,68,3,2,2,7,223,at risk
Adinata Firmansyah,37616534,1074758.0,35,2022-06-07 06:35:54.657338+00:00,2022-07-31 23:59:19.821469+00:00,54,3,4,4,11,443,potential loyalist
Adinata Haryanto,49407056,514657.0,96,2022-07-02 04:43:52.455817+00:00,2022-07-31 23:59:19.821469+00:00,29,4,5,4,13,454,loyal
Adinata Hutagalung,223841,223841.0,1,2020-01-05 00:11:03.235410+00:00,2022-07-31 23:59:19.821469+00:00,938,1,1,1,3,111,hibernating
Adinata Iswahyudi,79148675,1041430.0,76,2022-06-21 22:26:53.766714+00:00,2022-07-31 23:59:19.821469+00:00,40,4,5,5,14,554,champions
Adinata Kurniawan,1571415,392854.0,4,2022-06-24 16:38:19.946621+00:00,2022-07-31 23:59:19.821469+00:00,37,4,2,2,8,224,at risk
Adinata Kusumo,663830,331915.0,2,2022-01-05 16:58:40.615980+00:00,2022-07-31 23:59:19.821469+00:00,207,2,1,1,4,112,hibernating
Adinata Marbun,1285195,428398.0,3,2020-12-27 20:54:21.798336+00:00,2022-07-31 23:59:19.821469+00:00,581,1,1,1,3,111,hibernating
Adinata Marpaung,634704,211568.0,3,2022-05-23 04:08:07.308851+00:00,2022-07-31 23:59:19.821469+00:00,69,3,1,1,5,113,hibernating
Adinata Maryadi,74420230,1653783.0,45,2022-06-20 03:57:36.462983+00:00,2022-07-31 23:59:19.821469+00:00,41,4,4,4,12,444,loyal
Adinata Nashiruddin,6958040,1159673.0,6,2022-04-18 12:48:31.486574+00:00,2022-07-31 23:59:19.821469+00:00,104,2,2,2,6,222,hibernating
Adinata Pangestu,6114014,407601.0,15,2022-05-29 00:20:43.704561+00:00,2022-07-31 23:59:19.821469+00:00,63,3,3,2,8,233,at risk
Adinata Prabowo,1045749,261437.0,4,2022-06-26 05:04:14.075104+00:00,2022-07-31 23:59:19.821469+00:00,35,4,2,1,7,124,at risk
Adinata Pradipta,600432,300216.0,2,2022-02-28 09:53:40.104499+00:00,2022-07-31 23:59:19.821469+00:00,153,2,1,1,4,112,hibernating
Adinata Prakasa,8906775,424132.0,21,2022-05-30 03:07:36.977667+00:00,2022-07-31 23:59:19.821469+00:00,62,3,3,3,9,333,need attention
Adinata Prasasta,244059,244059.0,1,2020-07-13 03:26:24.442568+00:00,2022-07-31 23:59:19.821469+00:00,748,1,1,1,3,111,hibernating
Adinata Prasetya,12586799,1573350.0,8,2021-01-15 00:26:59.164555+00:00,2022-07-31 23:59:19.821469+00:00,562,1,2,3,6,321,about to sleep
Adinata Rajata,143221,143221.0,1,2016-07-08 02:21:12.316887+00:00,2022-07-31 23:59:19.821469+00:00,2214,1,1,1,3,111,hibernating
Adinata Santoso,3627589,518227.0,7,2022-07-04 22:25:09.544505+00:00,2022-07-31 23:59:19.821469+00:00,27,4,2,2,8,224,at risk
Adinata Setiawan,491456299,1420394.0,346,2022-07-26 00:30:46.549842+00:00,2022-07-31 23:59:19.821469+00:00,5,5,5,5,15,555,champions
Adinata Sihotang,35446647,824341.0,43,2022-07-24 06:16:10.891763+00:00,2022-07-31 23:59:19.821469+00:00,7,5,4,4,13,445,loyal
Adinata Simanjuntak,117395625,1381125.0,85,2022-07-25 11:14:56.091187+00:00,2022-07-31 23:59:19.821469+00:00,6,5,5,5,15,555,champions
Adinata Sitorus,47907537,939363.0,51,2022-07-22 02:11:36.794912+00:00,2022-07-31 23:59:19.821469+00:00,9,5,4,4,13,445,loyal
Adinata Situmorang,161837,161837.0,1,2019-04-14 16:27:08.221996+00:00,2022-07-31 23:59:19.821469+00:00,1204,1,1,1,3,111,hibernating
Adinata Suwarno,4887290,444299.0,11,2022-03-08 08:55:52.677032+00:00,2022-07-31 23:59:19.821469+00:00,145,2,2,2,6,222,hibernating
Adinata Tamba,2697041,449507.0,6,2022-02-03 00:14:24.674177+00:00,2022-07-31 23:59:19.821469+00:00,178,2,2,2,6,222,hibernating
Adinata Utama,880853,440426.0,2,2020-06-28 13:45:44.820156+00:00,2022-07-31 23:59:19.821469+00:00,763,1,1,1,3,111,hibernating
Adinata Wahyudin,6386475,425765.0,15,2022-06-20 18:59:21.172143+00:00,2022-07-31 23:59:19.821469+00:00,41,4,3,2,9,234,at risk
Adinata Waskita,1458281,243047.0,6,2021-12-11 09:54:59.910681+00:00,2022-07-31 23:59:19.821469+00:00,232,2,2,2,6,222,hibernating
Adinata Wibisono,5743661,522151.0,11,2022-06-10 13:43:18.730936+00:00,2022-07-31 23:59:19.821469+00:00,51,3,2,2,7,223,at risk
Adinata Winarno,3214849,459264.0,7,2022-06-13 06:21:18.288745+00:00,2022-07-31 23:59:19.821469+00:00,48,3,2,2,7,223,at risk
Aditya Anggriawan,10097226,1682871.0,6,2021-06-23 16:46:21.044106+00:00,2022-07-31 23:59:19.821469+00:00,403,1,2,3,6,321,about to sleep
Aditya Ardianto,10751504,537575.0,20,2022-05-22 23:14:16.958914+00:00,2022-07-31 23:59:19.821469+00:00,70,3,3,3,9,333,need attention
Aditya Budiman,13688632,526486.0,26,2022-07-13 09:01:53.076907+00:00,2022-07-31 23:59:19.821469+00:00,18,5,3,3,11,335,need attention
Aditya Budiyanto,18956691,1053150.0,18,2022-03-14 21:17:04.993518+00:00,2022-07-31 23:59:19.821469+00:00,139,2,3,3,8,332,about to sleep
Aditya Dabukke,53722070,1918645.0,28,2022-06-05 00:21:52.068811+00:00,2022-07-31 23:59:19.821469+00:00,56,3,3,4,10,433,potential loyalist
Aditya Habibi,3358790,1119597.0,3,2021-11-20 05:15:15.845889+00:00,2022-07-31 23:59:19.821469+00:00,253,2,1,2,5,212,hibernating
Aditya Hutagalung,9742596,1217824.0,8,2021-10-01 03:53:18.716853+00:00,2022-07-31 23:59:19.821469+00:00,303,1,2,3,6,321,about to sleep
Aditya Irawan,38289875,648981.0,59,2022-07-27 00:51:16.650786+00:00,2022-07-31 23:59:19.821469+00:00,4,5,4,4,13,445,loyal
Aditya Januar,1423896,355974.0,4,2022-04-07 08:49:31.723427+00:00,2022-07-31 23:59:19.821469+00:00,115,2,2,2,6,222,hibernating
Aditya Kusumo,413012,206506.0,2,2021-08-23 00:12:55.755368+00:00,2022-07-31 23:59:19.821469+00:00,342,1,1,1,3,111,hibernating
Aditya Lazuardi,493646,246823.0,2,2019-11-13 20:29:39.980970+00:00,2022-07-31 23:59:19.821469+00:00,991,1,1,1,3,111,hibernating
Aditya Marbun,8241591,515099.0,16,2022-04-14 21:55:15.708283+00:00,2022-07-31 23:59:19.821469+00:00,108,2,3,3,8,332,about to sleep
Aditya Maryadi,2546298,509260.0,5,2021-12-10 18:52:24.152601+00:00,2022-07-31 23:59:19.821469+00:00,233,2,2,2,6,222,hibernating
Aditya Mustofa,518787,518787.0,1,2019-09-27 19:28:36.311305+00:00,2022-07-31 23:59:19.821469+00:00,1038,1,1,1,3,111,hibernating
Aditya Nainggolan,88538309,941897.0,94,2022-07-09 12:20:42.763613+00:00,2022-07-31 23:59:19.821469+00:00,22,4,5,5,14,554,champions
Aditya Nugroho,8814948,881495.0,10,2021-05-10 18:27:42.287819+00:00,2022-07-31 23:59:19.821469+00:00,447,1,2,3,6,321,about to sleep
Aditya Prabowo,1982661,495665.0,4,2021-01-27 12:05:29.548387+00:00,2022-07-31 23:59:19.821469+00:00,550,1,2,2,5,221,hibernating
Aditya Prasasta,1191158,397053.0,3,2021-02-11 12:02:46.426875+00:00,2022-07-31 23:59:19.821469+00:00,535,1,1,1,3,111,hibernating
Aditya Prasetya,1219258,203210.0,6,2021-12-20 22:20:18.668824+00:00,2022-07-31 23:59:19.821469+00:00,223,2,2,1,5,122,hibernating
Aditya Rajasa,737885,368942.0,2,2019-11-07 20:22:04.738814+00:00,2022-07-31 23:59:19.821469+00:00,997,1,1,1,3,111,hibernating
Aditya Salahudin,2001855,1000928.0,2,2020-11-22 07:48:08.529744+00:00,2022-07-31 23:59:19.821469+00:00,616,1,1,2,4,211,hibernating
Aditya Samosir,140408182,1096939.0,128,2022-06-20 09:55:22.158263+00:00,2022-07-31 23:59:19.821469+00:00,41,4,5,5,14,554,champions
Aditya Santoso,152306,152306.0,1,2019-07-23 08:54:26.458009+00:00,2022-07-31 23:59:19.821469+00:00,1104,1,1,1,3,111,hibernating
Aditya Saputra,4779227,477923.0,10,2022-05-07 23:59:11.436775+00:00,2022-07-31 23:59:19.821469+00:00,85,3,2,2,7,223,at risk
Aditya Sihombing,120984115,916546.0,132,2022-07-24 20:45:32.714134+00:00,2022-07-31 23:59:19.821469+00:00,7,5,5,5,15,555,champions
Aditya Suwarno,80766907,1035473.0,78,2022-07-22 22:57:07.848910+00:00,2022-07-31 23:59:19.821469+00:00,9,5,5,5,15,555,champions
Aditya Tampubolon,21160739,661273.0,32,2022-06-14 04:45:19.442389+00:00,2022-07-31 23:59:19.821469+00:00,47,3,4,3,10,343,need attention
Aditya Utama,892914,446457.0,2,2022-01-31 01:06:11.097103+00:00,2022-07-31 23:59:19.821469+00:00,181,2,1,1,4,112,hibernating
Aditya Uwais,25627278,674402.0,38,2022-06-17 04:41:07.641951+00:00,2022-07-31 23:59:19.821469+00:00,44,4,4,4,12,444,loyal
Aditya Wijaya,40042937,3080226.0,13,2022-06-15 00:42:43.826147+00:00,2022-07-31 23:59:19.821469+00:00,46,3,3,4,10,433,potential loyalist
Agnes Agustina,8521862,608704.0,14,2022-03-31 06:22:06.480135+00:00,2022-07-31 23:59:19.821469+00:00,122,2,3,3,8,332,about to sleep
Agnes Andriani,12285685,472526.0,26,2022-04-26 07:14:33.643460+00:00,2022-07-31 23:59:19.821469+00:00,96,2,3,3,8,332,about to sleep
Agnes Anggraini,17954030,718161.0,25,2022-06-29 16:59:18.817037+00:00,2022-07-31 23:59:19.821469+00:00,32,4,3,3,10,334,need attention
Agnes Astuti,50914451,585224.0,87,2022-07-09 00:46:48.427042+00:00,2022-07-31 23:59:19.821469+00:00,22,4,5,4,13,454,loyal
Agnes Fujiati,6492511,721390.0,9,2022-05-04 21:02:52.492254+00:00,2022-07-31 23:59:19.821469+00:00,88,3,2,2,7,223,at risk
Agnes Handayani,174172218,3415142.0,51,2022-06-25 21:52:03.951366+00:00,2022-07-31 23:59:19.821469+00:00,36,4,4,5,13,544,champions
Agnes Hariyah,42755289,855106.0,50,2022-06-12 23:29:35.263043+00:00,2022-07-31 23:59:19.821469+00:00,49,3,4,4,11,443,potential loyalist
Agnes Hartati,51612785,1053322.0,49,2022-06-02 04:01:13.526754+00:00,2022-07-31 23:59:19.821469+00:00,59,3,4,4,11,443,potential loyalist
Agnes Haryanti,412759533,1232118.0,335,2022-05-27 10:48:55.738750+00:00,2022-07-31 23:59:19.821469+00:00,65,3,5,5,13,553,potential loyalist
Agnes Hasanah,53760361,1221826.0,44,2022-07-22 05:11:19.983106+00:00,2022-07-31 23:59:19.821469+00:00,9,5,4,4,13,445,loyal
Agnes Hassanah,281027442,1060481.0,265,2022-07-26 06:00:37.399804+00:00,2022-07-31 23:59:19.821469+00:00,5,5,5,5,15,555,champions
Agnes Hastuti,90368539,1844256.0,49,2022-05-08 22:48:33.879076+00:00,2022-07-31 23:59:19.821469+00:00,84,3,4,5,12,543,potential loyalist
Agnes Kusmawati,4343259,620466.0,7,2022-06-10 05:57:37.928279+00:00,2022-07-31 23:59:19.821469+00:00,51,3,2,2,7,223,at risk
Agnes Kuswandari,6311629,332191.0,19,2022-04-28 05:52:57.365522+00:00,2022-07-31 23:59:19.821469+00:00,94,3,3,2,8,233,at risk
Agnes Lailasari,6767817,676782.0,10,2022-07-21 07:50:31.859562+00:00,2022-07-31 23:59:19.821469+00:00,10,5,2,2,9,225,at risk
Agnes Laksita,1426627,285325.0,5,2020-08-30 03:49:21.581780+00:00,2022-07-31 23:59:19.821469+00:00,700,1,2,2,5,221,hibernating
Agnes Laksmiwati,143735,143735.0,1,2021-11-14 12:47:59.791125+00:00,2022-07-31 23:59:19.821469+00:00,259,2,1,1,4,112,hibernating
Agnes Maryati,15972478,726022.0,22,2022-02-24 06:56:18.675620+00:00,2022-07-31 23:59:19.821469+00:00,157,2,3,3,8,332,about to sleep
Agnes Mayasari,13224632,551026.0,24,2022-07-11 01:00:55.403233+00:00,2022-07-31 23:59:19.821469+00:00,20,4,3,3,10,334,need attention
Agnes Mulyani,9689815,807485.0,12,2022-06-08 23:34:05.699543+00:00,2022-07-31 23:59:19.821469+00:00,53,3,2,3,8,323,about to sleep
Agnes Namaga,10971646,457152.0,24,2022-05-03 05:01:16.207224+00:00,2022-07-31 23:59:19.821469+00:00,89,3,3,3,9,333,need attention
Agnes Nasyiah,489912721,1436694.0,341,2022-07-30 04:04:11.164708+00:00,2022-07-31 23:59:19.821469+00:00,1,5,5,5,15,555,champions
Agnes Nasyidah,119430687,1926301.0,62,2022-06-07 23:59:03.404144+00:00,2022-07-31 23:59:19.821469+00:00,54,3,4,5,12,543,potential loyalist
Agnes Novitasari,5001226,500123.0,10,2021-09-18 00:12:48.596346+00:00,2022-07-31 23:59:19.821469+00:00,316,1,2,2,5,221,hibernating
Agnes Nuraini,22670377,839644.0,27,2022-04-02 22:52:25.506988+00:00,2022-07-31 23:59:19.821469+00:00,120,2,3,3,8,332,about to sleep
Agnes Oktaviani,92259306,1962964.0,47,2022-06-24 03:08:05.085541+00:00,2022-07-31 23:59:19.821469+00:00,37,4,4,5,13,544,champions
Agnes Padmasari,450334,225167.0,2,2021-03-31 16:38:35.007931+00:00,2022-07-31 23:59:19.821469+00:00,487,1,1,1,3,111,hibernating
Agnes Palastri,42453760,903271.0,47,2022-06-16 08:18:22.739880+00:00,2022-07-31 23:59:19.821469+00:00,45,3,4,4,11,443,potential loyalist
Agnes Permata,13987881,451222.0,31,2022-05-21 16:00:18.128420+00:00,2022-07-31 23:59:19.821469+00:00,71,3,4,3,10,343,need attention
Agnes Pertiwi,22996048,718626.0,32,2022-07-08 22:23:32.508520+00:00,2022-07-31 23:59:19.821469+00:00,23,4,4,3,11,344,loyal
Agnes Prastuti,25477754,1959827.0,13,2021-10-10 16:44:06.575817+00:00,2022-07-31 23:59:19.821469+00:00,294,1,3,4,8,431,promising
